album,song_title,lyric
Taylor Swift,Tim McGraw ,I hope you think that little black dress
Taylor Swift,Tim McGraw ,Think of my head on your chest
Taylor Swift,Tim McGraw ,And my old faded blue jeans
Taylor Swift,Tim McGraw ,When you think Tim McGraw
Taylor Swift,Tim McGraw ,I hope you think of me
Taylor Swift,Tim McGraw ,"Oh, think of me"
Taylor Swift,Tim McGraw ,Mmmm
Taylor Swift,Tim McGraw ,[Outro]
Taylor Swift,Tim McGraw ,He said the way my blue eyes shine
Taylor Swift,Tim McGraw ,Put those Georgia stars to shame that night
Taylor Swift,Tim McGraw ,"I said, ""That's a lie"""
Red,Stay Stay Stay ,[Verse 1]
Red,Stay Stay Stay ,I'm pretty sure we almost broke up last night
Red,Stay Stay Stay ,"I threw my phone across the room, at you"
Red,Stay Stay Stay ,I was expecting some dramatic turn away
Red,Stay Stay Stay ,But you stayed
Red,Stay Stay Stay ,"This morning, I said we should talk about it"
Red,Stay Stay Stay ,'Cause I read you should never leave a fight unresolved
Red,Stay Stay Stay ,That's when you came in wearing a football helmet
Red,Stay Stay Stay ,"And said, ""Okay, let's talk"""
Red,Stay Stay Stay ,And I said
Red,Stay Stay Stay ,[Hook]
Red,Stay Stay Stay ,"Stay, stay, stay"
Red,Stay Stay Stay ,"I've been loving you for quite some time, time, time"
Red,Stay Stay Stay ,"You think that it's funny when I'm mad, mad, mad"
Red,Stay Stay Stay ,But I think that it's best if we both stay
Red,Stay Stay Stay ,[Verse 2]
Red,Stay Stay Stay ,"Before you, I'd only dated self-indulgent takers"
Red,Stay Stay Stay ,Who took all of their problems out on me
Red,Stay Stay Stay ,But you carry my groceries and now I'm always laughing
Red,Stay Stay Stay ,And I love you because you have given me
Red,Stay Stay Stay ,No choice but to
Red,Stay Stay Stay ,[Hook]
Red,Stay Stay Stay ,"Stay, stay, stay"
Red,Stay Stay Stay ,"I've been loving you for quite some time, time, time"
Red,Stay Stay Stay ,"You think that it's funny when I'm mad, mad, mad"
Red,Stay Stay Stay ,"But I think that it's best if we both stay, stay, stay, stay"
Red,Stay Stay Stay ,[Bridge]
Red,Stay Stay Stay ,You took the time to memorize me
Red,Stay Stay Stay ,"My fears, my hopes, and dreams"
Red,Stay Stay Stay ,"I just like hanging out with you, all the time"
Red,Stay Stay Stay ,"All those times that you didn't leave, it's been occurring to me"
Red,Stay Stay Stay ,"I'd like to hang out with you, for my whole life"
Red,Stay Stay Stay ,[Breakdown]
Red,Stay Stay Stay ,"Stay, and I'll be loving you for quite some time"
Red,Stay Stay Stay ,"No one else is gonna love me when I get mad, mad, mad"
Red,Stay Stay Stay ,"So I think that it's best if we both stay, stay"
Red,Stay Stay Stay ,"Stay, stay, stay, stay!"
Red,Stay Stay Stay ,[Hook]
Red,Stay Stay Stay ,"Stay, stay, stay"
Red,Stay Stay Stay ,"I've been loving you for quite some time, time, time"
Red,Stay Stay Stay ,"You think that it's funny when I'm mad, mad, mad"
Red,Stay Stay Stay ,"But I think that it's best if we both stay, stay"
Red,Stay Stay Stay ,"Stay, stay, stay, stay!"
Red,Stay Stay Stay ,[Outro]
Red,Stay Stay Stay ,"Stay, stay, stay"
Red,Stay Stay Stay ,"I've been loving you for quite some time, time, time"
Red,Stay Stay Stay ,"You think that it's funny when I'm mad, mad, mad"
Red,Stay Stay Stay ,But I think that it's best if we both stay
Red,Stay Stay Stay ,"(ha-ha-ha, it's so fun)"
Speak Now (Deluxe),Never Grow Up ,[Verse 1]
Speak Now (Deluxe),Never Grow Up ,Your little hand's wrapped around my finger
Speak Now (Deluxe),Never Grow Up ,And it's so quiet in the world tonight
Speak Now (Deluxe),Never Grow Up ,Your little eyelids flutter cause you're dreaming
Speak Now (Deluxe),Never Grow Up ,"So I tuck you in, turn on your favorite night light"
Speak Now (Deluxe),Never Grow Up ,"To you everything's funny, you got nothing to regret"
Speak Now (Deluxe),Never Grow Up ,"I'd give all I have, honey"
Speak Now (Deluxe),Never Grow Up ,If you could stay like that
Speak Now (Deluxe),Never Grow Up ,[Chorus]
Speak Now (Deluxe),Never Grow Up ,"Oh darling, don't you ever grow up"
Speak Now (Deluxe),Never Grow Up ,"Don't you ever grow up, just stay this little"
Speak Now (Deluxe),Never Grow Up ,"Oh darling, don't you ever grow up"
Speak Now (Deluxe),Never Grow Up ,"Don't you ever grow up, it could stay this simple"
Speak Now (Deluxe),Never Grow Up ,"I won't let nobody hurt you, won't let no one break your heart"
Speak Now (Deluxe),Never Grow Up ,And no one will desert you
Speak Now (Deluxe),Never Grow Up ,"Just try to never grow up, never grow up"
Speak Now (Deluxe),Never Grow Up ,[Verse 2]
Speak Now (Deluxe),Never Grow Up ,You're in the car on the way to the movies
Speak Now (Deluxe),Never Grow Up ,And you're mortified your mom's dropping you off
Speak Now (Deluxe),Never Grow Up ,At 14 there's just so much you can't do
Speak Now (Deluxe),Never Grow Up ,And you can't wait to move out someday and call your own shots
Speak Now (Deluxe),Never Grow Up ,But don't make her drop you off around the block
Speak Now (Deluxe),Never Grow Up ,Remember that she's getting older too
Speak Now (Deluxe),Never Grow Up ,And don't lose the way that you dance around in your pj's getting ready for school
Speak Now (Deluxe),Never Grow Up ,[Chorus]
Speak Now (Deluxe),Never Grow Up ,"Oh darling, don't you ever grow up"
Speak Now (Deluxe),Never Grow Up ,"Don't you ever grow up, just stay this little"
Speak Now (Deluxe),Never Grow Up ,"Oh darling, don't you ever grow up"
Speak Now (Deluxe),Never Grow Up ,"Don't you ever grow up, it could stay this simple"
Speak Now (Deluxe),Never Grow Up ,"No one's ever burned you, nothing's ever left you scarred"
Speak Now (Deluxe),Never Grow Up ,"And even though you want to, just try to never grow up"
Speak Now (Deluxe),Never Grow Up ,[Bridge]
Speak Now (Deluxe),Never Grow Up ,Take pictures in your mind of your childhood room
Speak Now (Deluxe),Never Grow Up ,Memorize what it sounded like when your dad gets home
Speak Now (Deluxe),Never Grow Up ,"Remember the footsteps, remember the words said"
Speak Now (Deluxe),Never Grow Up ,And all your little brother's favorite songs
Speak Now (Deluxe),Never Grow Up ,I just realized everything I have is someday gonna be gone
Speak Now (Deluxe),Never Grow Up ,So here I am in my new apartment
Speak Now (Deluxe),Never Grow Up ,"In a big city, they just dropped me off"
Speak Now (Deluxe),Never Grow Up ,It's so much colder than I thought it would be
Speak Now (Deluxe),Never Grow Up ,So I tuck myself in and turn my night light on
Speak Now (Deluxe),Never Grow Up ,Wish I'd never grown up
Speak Now (Deluxe),Never Grow Up ,I wish I'd never grown up
Speak Now (Deluxe),Never Grow Up ,[Chorus]
Speak Now (Deluxe),Never Grow Up ,"Oh I don't wanna grow up, wish I'd never grown up"
Speak Now (Deluxe),Never Grow Up ,I could still be little
Speak Now (Deluxe),Never Grow Up ,"Oh I don't wanna grow up, wish I'd never grown up"
Speak Now (Deluxe),Never Grow Up ,It could still be simple
Speak Now (Deluxe),Never Grow Up ,"Oh darling, don't you ever grow up"
Speak Now (Deluxe),Never Grow Up ,"Don't you ever grow up, just stay this little"
Speak Now (Deluxe),Never Grow Up ,"Oh darling, don't you ever grow up"
Speak Now (Deluxe),Never Grow Up ,"Don't you ever grow up, it could stay this simple"
Speak Now (Deluxe),Never Grow Up ,Won't let nobody hurt you
Speak Now (Deluxe),Never Grow Up ,Won't let no one break your heart
Speak Now (Deluxe),Never Grow Up ,"And even though you want to, please try to never grow up"
Speak Now (Deluxe),Never Grow Up ,"Oh, don't you ever grow up"
Speak Now (Deluxe),Never Grow Up ,"Oh, never grow up, just never grow up"
Unreleased Songs,Let Go (Battle) ,[Verse 1]
Unreleased Songs,Let Go (Battle) ,"The first shots fired, everybody's gathered around"
Unreleased Songs,Let Go (Battle) ,You're looking at me like I tried to take you down
Unreleased Songs,Let Go (Battle) ,"No, no, it's not what happened at all"
Unreleased Songs,Let Go (Battle) ,"There's no sound, I'm waiting on your next move"
Unreleased Songs,Let Go (Battle) ,A showdown and I know where to hit you
Unreleased Songs,Let Go (Battle) ,"But no, no, it's not how I wanted this to go down"
Unreleased Songs,Let Go (Battle) ,[Pre-Chorus]
Unreleased Songs,Let Go (Battle) ,Now we're standing in the ring
Unreleased Songs,Let Go (Battle) ,And you made your first swing
Unreleased Songs,Let Go (Battle) ,And now we're fighting dirty
Unreleased Songs,Let Go (Battle) ,Won't somebody come say break it up
Unreleased Songs,Let Go (Battle) ,[Chorus]
Unreleased Songs,Let Go (Battle) ,And I used to be on your side
Unreleased Songs,Let Go (Battle) ,Now it's looking like we're going to battle
Unreleased Songs,Let Go (Battle) ,And why you're taking shots at me like
Unreleased Songs,Let Go (Battle) ,Somebody's gonna give you a medal?
Unreleased Songs,Let Go (Battle) ,And I never wanna hurt you
Unreleased Songs,Let Go (Battle) ,But I'm tired of taking all these blows
Unreleased Songs,Let Go (Battle) ,And so I'd rather be on your side
Unreleased Songs,Let Go (Battle) ,But if you wanna fight
Unreleased Songs,Let Go (Battle) ,"Baby let's go, oh, oh"
Unreleased Songs,Let Go (Battle) ,"Let's go, oh, oh"
Unreleased Songs,Let Go (Battle) ,[Verse 2]
Unreleased Songs,Let Go (Battle) ,"So gloves off, if this is how you want it"
Unreleased Songs,Let Go (Battle) ,"We had it all, but you couldn't keep a promise"
Unreleased Songs,Let Go (Battle) ,"No, no, I'm not the one who tore us apart"
Unreleased Songs,Let Go (Battle) ,Let me remind you for a minute why we're not fine
Unreleased Songs,Let Go (Battle) ,Is she here? Is she's standing on the sidelines?
Unreleased Songs,Let Go (Battle) ,"Oh, oh, can't you tell this is breaking my heart?"
Unreleased Songs,Let Go (Battle) ,[Pre-Chorus]
Unreleased Songs,Let Go (Battle) ,Now we're standing in the ring
Unreleased Songs,Let Go (Battle) ,And you make the first swing
Unreleased Songs,Let Go (Battle) ,And now I'm fighting dirty
Unreleased Songs,Let Go (Battle) ,But I ain't going down till they break it up
Unreleased Songs,Let Go (Battle) ,[Chorus]
Unreleased Songs,Let Go (Battle) ,And I used to be on your side
Unreleased Songs,Let Go (Battle) ,Now it's looking like we're going to battle
Unreleased Songs,Let Go (Battle) ,And why you're taking shots at me like
Unreleased Songs,Let Go (Battle) ,Somebody's gonna give you a medal?
Unreleased Songs,Let Go (Battle) ,And I never wanna hurt you
Unreleased Songs,Let Go (Battle) ,But I'm tired of taking all these blows
Unreleased Songs,Let Go (Battle) ,And so I'd rather be on your side
Unreleased Songs,Let Go (Battle) ,But if you wanna fight
Unreleased Songs,Let Go (Battle) ,"Let's go, oh, oh"
Unreleased Songs,Let Go (Battle) ,"Let's go, oh, oh"
Unreleased Songs,Let Go (Battle) ,[Bridge]
Unreleased Songs,Let Go (Battle) ,Now we're standing in the ring
Unreleased Songs,Let Go (Battle) ,Breaking everything that we've been building up so long
Unreleased Songs,Let Go (Battle) ,And I don't wanna do this break it up
Unreleased Songs,Let Go (Battle) ,But you're not who I thought you were
Unreleased Songs,Let Go (Battle) ,And this is looking more like a war
Unreleased Songs,Let Go (Battle) ,Looks like we're going to war
Unreleased Songs,Let Go (Battle) ,[Chorus 2]
Unreleased Songs,Let Go (Battle) ,And I used to be on your side
Unreleased Songs,Let Go (Battle) ,Now it's looking like we're going to battle
Unreleased Songs,Let Go (Battle) ,And I try to not break down crying
Unreleased Songs,Let Go (Battle) ,No one's gonna give you a medal
Unreleased Songs,Let Go (Battle) ,And I never wanna hurt you
Unreleased Songs,Let Go (Battle) ,But I'm tired of taking all these blows
Unreleased Songs,Let Go (Battle) ,And so I'd rather be on your side
Unreleased Songs,Let Go (Battle) ,I'd rather be on your side
Unreleased Songs,Let Go (Battle) ,But if you wanna fight
Unreleased Songs,Let Go (Battle) ,"Baby let's go, oh, oh"
Unreleased Songs,Let Go (Battle) ,Looks like we're going to war
Unreleased Songs,Let Go (Battle) ,"Oh, oh"
Unreleased Songs,Let Go (Battle) ,[Outro]
Unreleased Songs,Let Go (Battle) ,The first shots fired
Unreleased Songs,Let Go (Battle) ,Everybody's gathered around
Unreleased Songs,Let Go (Battle) ,You're looking at me like I try to take you down
Unreleased Songs,Let Go (Battle) ,"No, no, but if you wanna fight, baby, let's go"
Spotify Singles,September ,[Verse 1]
Spotify Singles,September ,Do you remember
Spotify Singles,September ,The 28th night of September?
Spotify Singles,September ,Love was changin' the minds of pretenders
Spotify Singles,September ,While chasin' the clouds away
Spotify Singles,September ,Our hearts were ringin'
Spotify Singles,September ,In the key that our souls were singin'
Spotify Singles,September ,"As we danced in the night, remember"
Spotify Singles,September ,How the stars stole the night away
Spotify Singles,September ,[Chorus]
Spotify Singles,September ,Ahh-ahh-ahh
Spotify Singles,September ,"Hey, say that you remember"
Spotify Singles,September ,"Ai, ai, dancin' in September"
Spotify Singles,September ,"Ai, ai, never was a cloudy day"
Spotify Singles,September ,[Verse 2]
Spotify Singles,September ,My thoughts are with you
Spotify Singles,September ,Holding hands with your heart to see you
Spotify Singles,September ,Only blue talk and love
Spotify Singles,September ,Remember how we knew love was here to stay
Spotify Singles,September ,"Now, December found the love that we shared in September"
Spotify Singles,September ,Only blue talk and love
Spotify Singles,September ,Remember the love that we share today
Spotify Singles,September ,[Chorus]
Spotify Singles,September ,Ahh-ahh-ahh
Spotify Singles,September ,"Hey, say that you remember"
Spotify Singles,September ,"Ai, ai, dancin' in September"
Spotify Singles,September ,"Ai, ai, never was a cloudy day"
Spotify Singles,September ,Ahh-ahh-ahh
Spotify Singles,September ,"Hey, say that you remember"
Spotify Singles,September ,"Ai, ai, dancin' in September"
Spotify Singles,September ,"Ai, ai, golden dreams were shiny days"
Spotify Singles,September ,[Bridge]
Spotify Singles,September ,Do you remember
Spotify Singles,September ,The 28th night of September?
Spotify Singles,September ,[Chorus]
Spotify Singles,September ,Ahh-ahh-ahh
Spotify Singles,September ,"Hey, say that you remember"
Spotify Singles,September ,"Ai, ai, dancin' in September"
Spotify Singles,September ,"Ai, ai, never was a cloudy day"
Spotify Singles,September ,Ahh-ahh-ahh
Spotify Singles,September ,"Hey, say that you remember"
Spotify Singles,September ,"Ai, ai, dancin' in September"
Spotify Singles,September ,"Ai, ai, golden dreams were shiny days"
Spotify Singles,September ,And there never was a cloudy day
Spotify Singles,September ,There never was a cloudy day
Fearless,The Way I Loved You ,[Verse 1]
Fearless,The Way I Loved You ,He is sensible and so incredible
Fearless,The Way I Loved You ,And all my single friends are jealous
Fearless,The Way I Loved You ,He says everything I need to hear and it's like
Fearless,The Way I Loved You ,I couldn't ask for anything better
Fearless,The Way I Loved You ,He opens up my door and I get into his car
Fearless,The Way I Loved You ,And he says you look beautiful tonight
Fearless,The Way I Loved You ,And I feel perfectly fine
Fearless,The Way I Loved You ,[Chorus]
Fearless,The Way I Loved You ,But I miss screaming and fighting and kissing in the rain
Fearless,The Way I Loved You ,And it's 2am and I'm cursing your name
Fearless,The Way I Loved You ,You're so in love that you act insane
Fearless,The Way I Loved You ,And that's the way I loved you
Fearless,The Way I Loved You ,Breaking down and coming undone
Fearless,The Way I Loved You ,It's a roller coaster kind of rush
Fearless,The Way I Loved You ,And I never knew I could feel that much
Fearless,The Way I Loved You ,And that's the way I loved you
Fearless,The Way I Loved You ,[Verse 2]
Fearless,The Way I Loved You ,He respects my space
Fearless,The Way I Loved You ,And never makes me wait
Fearless,The Way I Loved You ,And he calls exactly when he says he will
Fearless,The Way I Loved You ,He's close to my mother
Fearless,The Way I Loved You ,Talks business with my father
Fearless,The Way I Loved You ,He's charming and endearing
Fearless,The Way I Loved You ,And I'm comfortable
Fearless,The Way I Loved You ,[Chorus]
Fearless,The Way I Loved You ,But I miss screaming and fighting and kissing in the rain
Fearless,The Way I Loved You ,It's 2am and I'm cursing your name
Fearless,The Way I Loved You ,You're so in love that you acted insane
Fearless,The Way I Loved You ,And that's the way I loved you
Fearless,The Way I Loved You ,Breaking down and coming undone
Fearless,The Way I Loved You ,It's a roller coaster kind of rush
Fearless,The Way I Loved You ,And I never knew I could feel that much
Fearless,The Way I Loved You ,And that's the way I loved you
Fearless,The Way I Loved You ,[Bridge]
Fearless,The Way I Loved You ,He can't see the smile I'm faking
Fearless,The Way I Loved You ,And my heart's not breaking
Fearless,The Way I Loved You ,'Cause I'm not feeling anything at all
Fearless,The Way I Loved You ,And you were wild and crazy
Fearless,The Way I Loved You ,Just so frustrating
Fearless,The Way I Loved You ,"Intoxicating, complicated"
Fearless,The Way I Loved You ,Got away by some mistake and now
Fearless,The Way I Loved You ,[Chorus]
Fearless,The Way I Loved You ,I miss screaming and fighting and kissing in the rain
Fearless,The Way I Loved You ,It's 2am and I'm cursing your name
Fearless,The Way I Loved You ,I'm so in love that I acted insane
Fearless,The Way I Loved You ,And that's the way I loved you
Fearless,The Way I Loved You ,Breaking down and coming undone
Fearless,The Way I Loved You ,It's a roller coaster kind of rush
Fearless,The Way I Loved You ,And I never knew I could feel that much
Fearless,The Way I Loved You ,"And that's the way I loved you oh, oh"
Fearless,The Way I Loved You ,[Outro]
Fearless,The Way I Loved You ,"And that's the way I loved you oh, oh"
Fearless,The Way I Loved You ,Never knew I could feel that much
Fearless,The Way I Loved You ,And that's the way I loved you
Taylor Swift,Should've Said No ,[Verse 1]
Taylor Swift,Should've Said No ,It's strange to think the songs we used to sing
Taylor Swift,Should've Said No ,"The smiles, the flowers, everything is gone"
Taylor Swift,Should've Said No ,Yesterday I found out about you
Taylor Swift,Should've Said No ,Even now just looking at you: feels wrong
Taylor Swift,Should've Said No ,[Pre-Chorus]
Taylor Swift,Should've Said No ,"You say that you'd take it all back, given one chance"
Taylor Swift,Should've Said No ,"It was a moment of weakness and you said, ""Yes"""
Taylor Swift,Should've Said No ,[Chorus]
Taylor Swift,Should've Said No ,"You should've said, ""No"""
Taylor Swift,Should've Said No ,You should've gone home
Taylor Swift,Should've Said No ,You should've thought twice 'fore you let it all go
Taylor Swift,Should've Said No ,"You should've known that word, 'bout what you did with her’d"
Taylor Swift,Should've Said No ,Get back to me (Get back to me)
Taylor Swift,Should've Said No ,"And I should've been there, in the back of your mind"
Taylor Swift,Should've Said No ,"I shouldn't be asking myself, ""Why?"""
Taylor Swift,Should've Said No ,You shouldn't be begging for forgiveness at my feet
Taylor Swift,Should've Said No ,"You should've said no, baby, and you might still have me"
Taylor Swift,Should've Said No ,[Verse 2]
Taylor Swift,Should've Said No ,You can see that I've been crying
Taylor Swift,Should've Said No ,"Baby, you know all the right things to say"
Taylor Swift,Should've Said No ,But do you honestly expect me to believe
Taylor Swift,Should've Said No ,We could ever be the same?
Taylor Swift,Should've Said No ,[Pre-Chorus]
Taylor Swift,Should've Said No ,"You say that the past is the past, you need one chance"
Taylor Swift,Should've Said No ,"It was a moment of weakness and you said, ""Yes"""
Taylor Swift,Should've Said No ,[Chorus]
Taylor Swift,Should've Said No ,"You should've said, ""No"""
Taylor Swift,Should've Said No ,You should've gone home
Taylor Swift,Should've Said No ,You should've thought twice 'fore you let it all go
Taylor Swift,Should've Said No ,"You should've known that word, 'bout what you did with her’d"
Taylor Swift,Should've Said No ,Get back to me (Get back to me)
Taylor Swift,Should've Said No ,"And I should've been there, in the back of your mind"
Taylor Swift,Should've Said No ,"I shouldn't be asking myself, ""Why?"""
Taylor Swift,Should've Said No ,You shouldn't be begging for forgiveness at my feet
Taylor Swift,Should've Said No ,"You should've said no, baby, and you might still have me"
Taylor Swift,Should've Said No ,[Bridge]
Taylor Swift,Should've Said No ,I can't resist
Taylor Swift,Should've Said No ,Before you go tell me this
Taylor Swift,Should've Said No ,Was it worth it?
Taylor Swift,Should've Said No ,Was she worth this?
Taylor Swift,Should've Said No ,"No no, no, no"
Taylor Swift,Should've Said No ,[Chorus]
Taylor Swift,Should've Said No ,"You should've said, ""No"""
Taylor Swift,Should've Said No ,You should've gone home
Taylor Swift,Should've Said No ,You should've thought twice 'fore you let it all go
Taylor Swift,Should've Said No ,"You should've known that word, 'bout what you did with her’d"
Taylor Swift,Should've Said No ,Get back to me (Get back to me)
Taylor Swift,Should've Said No ,"And I should've been there, in the back of your mind"
Taylor Swift,Should've Said No ,"I shouldn't be asking myself, ""Why?"""
Taylor Swift,Should've Said No ,You shouldn't be begging for forgiveness at my feet
Taylor Swift,Should've Said No ,"You should've said no, baby, and you might still have me"
Fearless,Hey Stephen ,[Verse 1]
Fearless,Hey Stephen ,"Hey Stephen, I know looks can be deceiving"
Fearless,Hey Stephen ,But I know I saw a light in you
Fearless,Hey Stephen ,And as we walked we were talking
Fearless,Hey Stephen ,I didn't say half the things I wanted to
Fearless,Hey Stephen ,Of all the girls tossing rocks at your window
Fearless,Hey Stephen ,I'll be the one waiting there even when it's cold
Fearless,Hey Stephen ,"Hey Stephen, boy, you might have me believing"
Fearless,Hey Stephen ,I don't always have to be alone
Fearless,Hey Stephen ,[Chorus]
Fearless,Hey Stephen ,'Cause I can't help it if you look like an angel
Fearless,Hey Stephen ,Can't help it if I wanna kiss you in the rain so
Fearless,Hey Stephen ,Come feel this magic I've been feeling since I met you
Fearless,Hey Stephen ,Can't help it if there's no one else
Fearless,Hey Stephen ,"Mmm, I can't help myself"
Fearless,Hey Stephen ,[Verse 2]
Fearless,Hey Stephen ,"Hey Stephen, I've been holding back this feeling"
Fearless,Hey Stephen ,So I got some things to say to you
Fearless,Hey Stephen ,"I've seen it all, so I thought"
Fearless,Hey Stephen ,But I never seen nobody shine the way you do
Fearless,Hey Stephen ,"The way you walk, way you talk, way you say my name"
Fearless,Hey Stephen ,"It's beautiful, wonderful, don't you ever change"
Fearless,Hey Stephen ,"Hey Stephen, why are people always leaving?"
Fearless,Hey Stephen ,I think you and I should stay the same
Fearless,Hey Stephen ,[Chorus]
Fearless,Hey Stephen ,'Cause I can't help it if you look like an angel
Fearless,Hey Stephen ,Can't help it if I wanna kiss you in the rain so
Fearless,Hey Stephen ,Come feel this magic I've been feeling since I met you
Fearless,Hey Stephen ,Can't help it if there's no one else
Fearless,Hey Stephen ,"Mmm, I can't help myself"
Fearless,Hey Stephen ,[Bridge]
Fearless,Hey Stephen ,"They're dimming the street lights, you're perfect for me"
Fearless,Hey Stephen ,Why aren't you here tonight?
Fearless,Hey Stephen ,"I'm waiting alone now, so come on and come out"
Fearless,Hey Stephen ,"And pull me near and shine, shine, shine"
Fearless,Hey Stephen ,"Hey Stephen, I could give you fifty reasons"
Fearless,Hey Stephen ,Why I should be the one you choose
Fearless,Hey Stephen ,"All those other girls, well, they're beautiful"
Fearless,Hey Stephen ,But would they write a song for you?
Fearless,Hey Stephen ,[Chorus]
Fearless,Hey Stephen ,I can't help it if you look like an angel
Fearless,Hey Stephen ,Can't help it if I wanna kiss you in the rain so
Fearless,Hey Stephen ,Come feel this magic I've been feeling since I met you
Fearless,Hey Stephen ,Can't help it if there's no one else
Fearless,Hey Stephen ,"Mmm, I can't help myself"
Fearless,Hey Stephen ,If you look like an angel
Fearless,Hey Stephen ,Can't help it if I wanna kiss you in the rain so
Fearless,Hey Stephen ,Come feel this magic I've been feeling since I met you
Fearless,Hey Stephen ,Can't help it if there's no one else
Fearless,Hey Stephen ,"Mmm, I can't help myself"
Fearless,Hey Stephen ,[Outro]
Fearless,Hey Stephen ,Myself
Fearless,Hey Stephen ,Can't help myself
Fearless,Hey Stephen ,I can't help myself
Fearless,The Best Day ,[Verse 1]
Fearless,The Best Day ,"I'm five years old, it's getting cold, I've got my big coat on"
Fearless,The Best Day ,"I hear your laugh and look up smiling at you, I run and run"
Fearless,The Best Day ,Past the pumpkin patch and the tractor rides
Fearless,The Best Day ,"Look now, the sky is gold"
Fearless,The Best Day ,I hug your legs and fall asleep on the way home
Fearless,The Best Day ,[Chorus]
Fearless,The Best Day ,I don't know why all the trees change in the fall
Fearless,The Best Day ,But I know you're not scared of anything at all
Fearless,The Best Day ,Don't know if Snow White's house is near or far away
Fearless,The Best Day ,But I know I had the best day with you today
Fearless,The Best Day ,[Verse 2]
Fearless,The Best Day ,I'm thirteen now
Fearless,The Best Day ,And don't know how my friends could be so mean
Fearless,The Best Day ,I come home crying and you hold me tight and grab the keys
Fearless,The Best Day ,And we drive and drive until we found a town far enough away
Fearless,The Best Day ,And we talk and window shop 'til I've forgotten all their names
Fearless,The Best Day ,[Chorus]
Fearless,The Best Day ,I don't know who I'm going to talk to now at school
Fearless,The Best Day ,But I know I'm laughing on the car ride home with you
Fearless,The Best Day ,Don't know how long it's going to take to feel okay
Fearless,The Best Day ,But I know I had the best day with you today
Fearless,The Best Day ,[Bridge]
Fearless,The Best Day ,"I have an excellent father, his strength is making me stronger"
Fearless,The Best Day ,"God smiles on my little brother, inside and out"
Fearless,The Best Day ,He's better than I am
Fearless,The Best Day ,I grew up in a pretty house and I had space to run
Fearless,The Best Day ,And I had the best days with you
Fearless,The Best Day ,[Verse 3]
Fearless,The Best Day ,There is a video I found from back when I was three
Fearless,The Best Day ,You set up a paint set in the kitchen and you're talking to me
Fearless,The Best Day ,It's the age of princesses and pirate ships and the seven dwarfs
Fearless,The Best Day ,And Daddy's smart
Fearless,The Best Day ,And you're the prettiest lady in the whole wide world
Fearless,The Best Day ,[Chorus]
Fearless,The Best Day ,And now I know why all the trees change in the fall
Fearless,The Best Day ,I know you were on my side even when I was wrong
Fearless,The Best Day ,And I love you for giving me your eyes
Fearless,The Best Day ,For staying back and watching me shine
Fearless,The Best Day ,"And I didn't know if you knew, so I'm taking this chance to say"
Fearless,The Best Day ,That I had the best day with you today
Speak Now (Deluxe),If This Was a Movie ,[Verse 1]
Speak Now (Deluxe),If This Was a Movie ,"Last night, I heard my own heart beating"
Speak Now (Deluxe),If This Was a Movie ,Sounded like footsteps on my stairs
Speak Now (Deluxe),If This Was a Movie ,Six months gone and I'm still reaching
Speak Now (Deluxe),If This Was a Movie ,Even though I know you're not there
Speak Now (Deluxe),If This Was a Movie ,"I was playing back a thousand memories, baby"
Speak Now (Deluxe),If This Was a Movie ,Thinkin' 'bout everything we've been through
Speak Now (Deluxe),If This Was a Movie ,Maybe I've been going back too much lately
Speak Now (Deluxe),If This Was a Movie ,When time stood still and I had you
Speak Now (Deluxe),If This Was a Movie ,[Chorus]
Speak Now (Deluxe),If This Was a Movie ,"Come back, come back, come back to me like"
Speak Now (Deluxe),If This Was a Movie ,"You would, you would if this was a movie"
Speak Now (Deluxe),If This Was a Movie ,Stand in the rain outside till I came out
Speak Now (Deluxe),If This Was a Movie ,"Come back, come back, come back to me like"
Speak Now (Deluxe),If This Was a Movie ,"You could, you could if you just said you're sorry"
Speak Now (Deluxe),If This Was a Movie ,I know that we could work it out somehow
Speak Now (Deluxe),If This Was a Movie ,But if this was a movie you'd be here by now
Speak Now (Deluxe),If This Was a Movie ,[Verse 2]
Speak Now (Deluxe),If This Was a Movie ,I know people change and these things happen
Speak Now (Deluxe),If This Was a Movie ,But I remember how it was back then
Speak Now (Deluxe),If This Was a Movie ,Wrapped up in your arms and our friends were laughing
Speak Now (Deluxe),If This Was a Movie ,'Cause nothing like this ever happened to them
Speak Now (Deluxe),If This Was a Movie ,"Now I'm pacing down the hall, chasing down your street"
Speak Now (Deluxe),If This Was a Movie ,Flashback to the night when you said to me
Speak Now (Deluxe),If This Was a Movie ,"Nothing's gonna change, not for me and you"
Speak Now (Deluxe),If This Was a Movie ,Not before I knew how much I had to lose
Speak Now (Deluxe),If This Was a Movie ,[Chorus]
Speak Now (Deluxe),If This Was a Movie ,"Come back, come back, come back to me like"
Speak Now (Deluxe),If This Was a Movie ,"You would, you would if this was a movie"
Speak Now (Deluxe),If This Was a Movie ,Stand in the rain outside till I came out
Speak Now (Deluxe),If This Was a Movie ,"Come back, come back, come back to me like"
Speak Now (Deluxe),If This Was a Movie ,"You could, you could if you just said you're sorry"
Speak Now (Deluxe),If This Was a Movie ,I know that we could work it out somehow
Speak Now (Deluxe),If This Was a Movie ,But if this was a movie you'd be here by now
Speak Now (Deluxe),If This Was a Movie ,[Bridge]
